rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,policy_lane,diff_readiness_status,projected_refresh_date,state_observation_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,human_review_required_count,no_change_expected_count,stale_by_refresh_count,auto_classifiable_transition_count,fresh_observation_required_count,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,evidence_json
training_transition_plan_rollup_119f99fc311775945abb,policy_lane,manual_review_required,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,131,126,11,0,0,0,131,0,131,0,131,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 131}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1, ""US_GME_FELLOWSHIP_2Y"": 5, ""US_GME_FELLOWSHIP_3Y"": 7, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 12, ""US_GME_RESIDENCY_3Y"": 10, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 96}, ""policy_lane_counts"": {""manual_review_required"": 131}, ""role_counts"": {""fellow"": 25, ""resident"": 106}, ""trainee_category_counts"": {""fellow"": 25, ""resident"": 106}}"
training_transition_plan_rollup_425c6b1e1f65adb4ade6,policy_lane,source_refresh_required,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,source_refresh_required,diff_source_refresh_bound,2027-08-15,627,627,74,0,0,627,0,0,627,0,627,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 627}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 91, ""US_GME_FELLOWSHIP_2Y"": 27, ""US_GME_FELLOWSHIP_3Y"": 10, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 64, ""US_GME_RESIDENCY_4Y"": 7, ""US_GME_RESIDENCY_5Y"": 169, ""US_GME_RESIDENCY_6Y"": 26, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 8, ""US_MD_PHD_MSTP_VARIABLE"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 627}, ""role_counts"": {""fellow"": 192, ""medical_student"": 225, ""resident"": 210}, ""trainee_category_counts"": {""fellow"": 192, ""medical_student"": 225, ""resident"": 210}}"
training_transition_plan_rollup_2444de76f740ea0246f6,program,ABR Alternate Pathway to Certification,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,ABR Alternate Pathway to Certification,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_28c38a411005360eaf18,program,Abdominal Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Abdominal Imaging Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,9,9,1,0,0,9,0,0,9,0,9,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 9}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 9}, ""policy_lane_counts"": {""source_refresh_required"": 9}, ""role_counts"": {""fellow"": 9}, ""trainee_category_counts"": {""fellow"": 9}}"
training_transition_plan_rollup_9efa2c3134617f7f35fe,program,Adult Congenital Heart Disease Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Congenital Heart Disease Fellowship,US_GME_FELLOWSHIP_2Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_c37a7bf45cf61834ba12,program,Adult Reconstructive Orthopedics Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Reconstructive Orthopedics Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,3,3,1,0,0,3,0,0,3,0,3,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 3}, ""trainee_category_counts"": {""fellow"": 3}}"
training_transition_plan_rollup_c6ec62925faff6aa7b71,program,Advanced Gastroenterology and Hepatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_bb82ee7a4d51d84b7aab,program,Advanced Heart Failure Transplant Cardiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Heart Failure Transplant Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_ae1f056b1501447b6dd4,program,Advanced Musculoskeletal Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Musculoskeletal Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,3,3,1,0,0,3,0,0,3,0,3,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""policy_lane_counts"": {""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 3}, ""trainee_category_counts"": {""fellow"": 3}}"
training_transition_plan_rollup_75f7df425cd54a32eca8,program,Advanced Noninvasive Cardiac Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Noninvasive Cardiac Imaging Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_4c4ac36aa8a3deb05fee,program,Advanced Nuclear Radiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_eee164bd74ebfc482a70,program,Allergy and Immunology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Allergy and Immunology Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_completion,diff_expected_change_classifiable,2027-08-15,4,4,1,2,2,0,0,0,4,4,4,deterministic_expected_completion,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 4}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_d5a9d5a34c9e18287f3e,program,Anesthesiology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Anesthesiology Residency,US_GME_ANESTHESIA_CA_PHASE_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,97,97,1,71,23,3,0,0,97,94,97,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 94, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_ANESTHESIA_CA_PHASE_3Y"": 75, ""US_GME_RESIDENCY_4Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 71, ""deterministic_expected_completion"": 23, ""source_refresh_required"": 3}, ""role_counts"": {""resident"": 97}, ""trainee_category_counts"": {""resident"": 97}}"
training_transition_plan_rollup_7cb93d846b8a23e4a382,program,Aortic Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Aortic Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_e86828883a8915f86ecf,program,Breast Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Breast Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_3c8a66abbb66b3f233d2,program,CHOP Otolaryngology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,CHOP Otolaryngology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_5e1f644b83e261936d74,program,Cardio-Oncology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardio-Oncology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_668b4b5be88e1cfda03b,program,Cardiothoracic Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiothoracic Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_6f560ba5ec9be423683e,program,Cardiothoracic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Cardiothoracic Surgery Residency,US_GME_RESIDENCY_6Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,15,15,1,8,2,5,0,0,15,10,15,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_source_refresh_bound"": 5}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 15}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 8, ""deterministic_expected_completion"": 2, ""source_refresh_required"": 5}, ""role_counts"": {""resident"": 15}, ""trainee_category_counts"": {""resident"": 15}}"
training_transition_plan_rollup_08b9274ce4d011087056,program,Cardiothoracic Transplantation Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiothoracic Transplantation Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_f002a3d7a6ee623a2b63,program,Cardiovascular Disease Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardiovascular Disease Fellowship,US_GME_FELLOWSHIP_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,33,33,1,22,10,0,1,0,33,32,33,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32, ""diff_review_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 33}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 22, ""deterministic_expected_completion"": 10, ""manual_review_required"": 1}, ""role_counts"": {""fellow"": 33}, ""trainee_category_counts"": {""fellow"": 33}}"
training_transition_plan_rollup_77d1df8d55b7768582e0,program,Clinical Cardiac Electrophysiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Clinical Cardiac Electrophysiology Fellowship,US_GME_FELLOWSHIP_2Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,12,12,1,0,0,12,0,0,12,0,12,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 12}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 12}, ""policy_lane_counts"": {""source_refresh_required"": 12}, ""role_counts"": {""fellow"": 12}, ""trainee_category_counts"": {""fellow"": 12}}"
