rollup_key,rollup_scope,rollup_value,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,state_observation_count,person_count,program_count,annual_clock_count,expected_advancement_count,expected_completion_count,source_refresh_required_count,human_review_required_count,stale_by_refresh_count,unexpected_absence_review_count,deterministic_transition_count,source_bound_transition_count,review_bound_transition_count,assurance_status,diff_readiness_status,stale_information_policy,recommended_operator_action,evidence_json
lifecycle_assurance_77d1df8d55b7768582e0,program,Clinical Cardiac Electrophysiology Fellowship,,,Clinical Cardiac Electrophysiology Fellowship,,2027-08-15,12,12,1,0,0,0,12,0,12,0,0,12,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 12}, ""dominant_role_counts"": {""fellow"": 12}, ""dominant_trainee_category_counts"": {""fellow"": 12}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 12}, ""readiness_status_counts"": {""source_refresh_required_window"": 12}}"
lifecycle_assurance_28d2b233b0e21ee7a8b4,program,Clinical Chemistry Fellowship,,,Clinical Chemistry Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_02611bbea12062f5a20c,program,Clinical Microbiology Fellowship,,,Clinical Microbiology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_352519fed326cf8c7a0f,program,Colon and Rectal Surgery Fellowship,,,Colon and Rectal Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_ff70a825ff658c1570f0,program,Combined Internal Medicine-Dermatology Residency,,,Combined Internal Medicine-Dermatology Residency,,2027-08-15,7,5,1,7,6,1,0,0,7,6,7,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 7}, ""dominant_role_counts"": {""resident"": 7}, ""dominant_trainee_category_counts"": {""resident"": 7}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 1, ""unexpected_absence_review"": 6}, ""readiness_status_counts"": {""expected_advancement_window"": 6, ""expected_completion_window"": 1}}"
lifecycle_assurance_4c996b7bb0f21a938f47,program,Craniofacial Surgery Fellowship,,,Craniofacial Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_fe491ae33e38d5a89e56,program,Cytopathology Fellowship,,,Cytopathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_dcc65b2aeb7504f2eaf8,program,Diagnostic Radiology Residency,,,Diagnostic Radiology Residency,,2027-08-15,54,54,1,0,0,0,54,0,54,0,0,54,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 54}, ""dominant_role_counts"": {""resident"": 54}, ""dominant_trainee_category_counts"": {""resident"": 54}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 54}, ""readiness_status_counts"": {""source_refresh_required_window"": 54}}"
lifecycle_assurance_e3bfbdc79a8cb3026b0f,program,"Endocrinology, Diabetes and Metabolism Fellowship",,,"Endocrinology, Diabetes and Metabolism Fellowship",,2027-08-15,21,21,1,8,4,4,0,0,8,17,8,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 8, ""none"": 13}, ""dominant_role_counts"": {""fellow"": 21}, ""dominant_trainee_category_counts"": {""fellow"": 21}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""active_no_change_expected"": 13, ""expected_advancement_window"": 4, ""expected_completion_window"": 4}}"
lifecycle_assurance_7c565acac62771b43b92,program,Facial Plastic and Reconstructive Surgery Fellowship,,,Facial Plastic and Reconstructive Surgery Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_30050620c74d033871f5,program,Family Medicine Residency,,,Family Medicine Residency,,2027-08-15,35,35,1,35,23,12,0,0,35,23,35,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 35}, ""dominant_role_counts"": {""resident"": 35}, ""dominant_trainee_category_counts"": {""resident"": 35}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 12, ""unexpected_absence_review"": 23}, ""readiness_status_counts"": {""expected_advancement_window"": 23, ""expected_completion_window"": 12}}"
lifecycle_assurance_fc9759a2de0f75924d52,program,Foot and Ankle Fellowship,,,Foot and Ankle Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_3f1c7db1d24831157b35,program,GI/Hepatic Pathology Fellowship,,,GI/Hepatic Pathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_644158192a810249305a,program,Gastroenterology and Hepatology Fellowship,,,Gastroenterology and Hepatology Fellowship,,2027-08-15,23,23,1,23,16,7,0,0,23,16,23,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 23}, ""dominant_role_counts"": {""fellow"": 23}, ""dominant_trainee_category_counts"": {""fellow"": 23}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 7}}"
lifecycle_assurance_807dffa9a03e6af6b36e,program,General Surgery Residency,,,General Surgery Residency,,2027-08-15,75,75,1,49,36,13,26,0,75,36,49,26,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_5Y"": 62}, ""dominant_role_counts"": {""resident"": 75}, ""dominant_trainee_category_counts"": {""resident"": 75}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 26, ""expected_absence_after_completion"": 13, ""unexpected_absence_review"": 36}, ""readiness_status_counts"": {""expected_advancement_window"": 36, ""expected_completion_window"": 13, ""source_refresh_required_window"": 26}}"
lifecycle_assurance_0056fc9ef5318373ae3b,program,Geriatric Medicine Fellowship,,,Geriatric Medicine Fellowship,,2027-08-15,3,3,1,0,0,0,2,1,3,0,0,2,1,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""review_required_window"": 1, ""source_refresh_required_window"": 2}}"
lifecycle_assurance_cd1f2548c211653bafef,program,Gynecologic Oncology Fellowship,,,Gynecologic Oncology Fellowship,,2027-08-15,6,6,1,0,0,0,6,0,6,0,0,6,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 6}, ""readiness_status_counts"": {""source_refresh_required_window"": 6}}"
lifecycle_assurance_8475169f80288e681201,program,Hand Surgery Fellowship,,,Hand Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_84d89e0839b111f0ec16,program,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",,,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_067f7704ae9f3a18967c,program,Hematology/Oncology Fellowship,,,Hematology/Oncology Fellowship,,2027-08-15,32,32,1,27,18,9,5,0,32,18,27,5,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 32}, ""dominant_role_counts"": {""fellow"": 32}, ""dominant_trainee_category_counts"": {""fellow"": 32}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 9, ""unexpected_absence_review"": 18}, ""readiness_status_counts"": {""expected_advancement_window"": 18, ""expected_completion_window"": 9, ""source_refresh_required_window"": 5}}"
lifecycle_assurance_79038f64fd3fa38a3ab7,program,Hematopathology Fellowship,,,Hematopathology Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_81f4de8b8fdb06ab0924,program,Hospice and Palliative Medicine Fellowship,,,Hospice and Palliative Medicine Fellowship,,2027-08-15,5,5,1,0,0,0,5,0,5,0,0,5,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 5}, ""dominant_role_counts"": {""fellow"": 5}, ""dominant_trainee_category_counts"": {""fellow"": 5}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5}, ""readiness_status_counts"": {""source_refresh_required_window"": 5}}"
